CustomerID,Age,Gender,ContractType,MonthlyCharges,TotalCharges,TechSupport,InternetService,Tenure,PaperlessBilling,PaymentMethod,Churn,AverageMonthlyCharges,CustomerLifetimeValue
2897,18,Female,Month-to-month,32.25,1885.93,Yes,Fiber optic,62,Yes,Electronic check,Yes,29.94,2590.23
2898,70,Male,Two year,63.47,3203.61,Yes,DSL,48,No,Bank transfer,No,65.38,4711.65
2899,40,Female,Two year,45.89,2987.39,Yes,No,65,No,Mailed check,No,45.26,3592.29
2900,49,Male,Two year,87.58,5100.78,Yes,No,57,No,Bank transfer,No,87.94,6977.56
2901,44,Male,Two year,109.19,4253.63,Yes,Fiber optic,38,No,Credit card,No,109.07,5492.7
2902,38,Male,Month-to-month,33.19,1463.25,No,Fiber optic,47,Yes,Bank transfer,No,30.48,1976.89
2903,36,Male,Month-to-month,121.37,8860.2,Yes,Fiber optic,72,Yes,Electronic check,No,121.37,9751.97
2904,49,Female,Month-to-month,66.14,4746.53,No,DSL,71,Yes,Bank transfer,Yes,65.92,5454.05
2905,22,Male,One year,40.75,751.65,No,DSL,21,Yes,Mailed check,No,34.17,892.06
2906,56,Female,Two year,92.73,2548.67,Yes,DSL,27,Yes,Bank transfer,No,91.02,3714.38
2907,38,Female,Two year,56.61,1426.08,Yes,No,27,No,Credit card,No,50.93,1591.8
2908,28,Female,Month-to-month,67.55,2997.66,No,Fiber optic,42,Yes,Electronic check,Yes,69.71,3980.45
2909,38,Male,One year,57.87,1180.94,No,DSL,19,Yes,Electronic check,No,59.05,1737.7
2910,63,Female,Month-to-month,45.5,1903.8,Yes,Fiber optic,42,Yes,Mailed check,No,44.27,2590.74
2911,36,Male,Month-to-month,91.72,2602.92,No,DSL,27,Yes,Electronic check,No,92.96,3367.56
2912,50,Male,One year,61.41,1192.84,No,DSL,22,Yes,Bank transfer,No,51.86,1496.3
2913,34,Male,Month-to-month,26.9,1512.19,No,Fiber optic,59,Yes,Bank transfer,No,25.2,2040.97
2914,56,Male,Two year,86.53,4128.28,Yes,Fiber optic,48,Yes,Electronic check,No,84.25,5334.38
2915,55,Male,Month-to-month,33.83,223.57,Yes,Fiber optic,0,Yes,Mailed check,No,223.57,309.01
2916,72,Female,Two year,35.4,2158.69,Yes,Fiber optic,64,Yes,Mailed check,No,33.21,2908.0
2917,42,Male,Month-to-month,105.78,5647.07,Yes,Fiber optic,55,Yes,Electronic check,Yes,100.84,7493.46
2918,55,Male,One year,34.11,298.99,No,Fiber optic,13,No,Bank transfer,Yes,21.36,443.32
2919,46,Female,One year,20.0,470.62,No,Fiber optic,19,Yes,Mailed check,No,23.53,675.0
2920,64,Male,Two year,88.69,3133.27,Yes,Fiber optic,36,Yes,Bank transfer,No,84.68,4209.69
2921,34,Male,Month-to-month,60.88,4063.33,No,Fiber optic,67,Yes,Bank transfer,No,59.75,5345.14
2922,56,Male,Two year,63.47,4201.86,Yes,Fiber optic,65,Yes,Bank transfer,No,63.66,5838.8
2923,42,Female,Month-to-month,60.56,1316.62,Yes,Fiber optic,22,Yes,Electronic check,No,57.24,1871.66
2924,44,Male,Month-to-month,76.95,943.82,No,DSL,12,Yes,Bank transfer,Yes,72.6,1149.66
2925,46,Male,Month-to-month,47.42,669.96,No,DSL,13,Yes,Bank transfer,No,47.85,915.69
2926,48,Female,One year,114.28,1442.62,No,Fiber optic,13,Yes,Bank transfer,No,103.04,1664.87
2927,43,Female,Month-to-month,25.71,86.22,Yes,Fiber optic,4,Yes,Electronic check,No,17.24,109.69
2928,48,Female,One year,83.35,1191.04,No,Fiber optic,14,Yes,Electronic check,No,79.4,1757.23
2929,68,Female,One year,89.26,1693.56,No,No,18,No,Credit card,No,89.13,2083.96
2930,59,Male,Month-to-month,47.21,62.39,Yes,Fiber optic,3,Yes,Electronic check,No,15.6,72.48
2931,58,Male,Two year,39.29,2408.81,Yes,No,69,No,Mailed check,No,34.41,2790.51
2932,38,Male,Month-to-month,100.52,2882.38,No,Fiber optic,28,Yes,Mailed check,No,99.39,3624.57
2933,31,Male,Two year,40.27,2025.93,Yes,DSL,48,Yes,Mailed check,No,41.35,2411.0
2934,59,Male,Month-to-month,51.8,1781.21,Yes,No,34,Yes,Electronic check,Yes,50.89,2263.5
2935,58,Male,Month-to-month,96.62,1862.6,No,No,19,Yes,Electronic check,No,93.13,2584.45
2936,67,Female,Month-to-month,71.04,2359.01,No,Fiber optic,34,Yes,Electronic check,Yes,67.4,3432.97
2937,35,Female,Month-to-month,20.0,70.02,No,DSL,1,Yes,Mailed check,Yes,35.01,80.11
2938,41,Male,Month-to-month,122.41,7062.79,No,DSL,57,Yes,Credit card,No,121.77,9939.91
2939,20,Female,Month-to-month,54.1,925.34,Yes,No,17,Yes,Electronic check,No,51.41,1056.18
2940,39,Male,Month-to-month,57.92,3434.58,Yes,DSL,55,Yes,Bank transfer,Yes,61.33,4299.31
2941,59,Male,Month-to-month,77.67,4737.06,No,Fiber optic,63,Yes,Electronic check,No,74.02,7099.05
2942,38,Female,Month-to-month,88.75,4542.66,Yes,Fiber optic,51,Yes,Credit card,No,87.36,5121.72
2943,54,Male,One year,128.83,2716.89,No,DSL,22,Yes,Mailed check,Yes,118.13,3013.45
2944,42,Male,Month-to-month,20.2,1279.66,No,Fiber optic,59,Yes,Electronic check,No,21.33,1578.41
2945,49,Male,Two year,94.78,2306.1,Yes,Fiber optic,26,No,Bank transfer,No,85.41,3414.05
2946,27,Female,One year,92.29,1712.41,Yes,Fiber optic,20,Yes,Mailed check,No,81.54,1897.38
2947,46,Female,One year,65.89,859.07,No,Fiber optic,14,Yes,Electronic check,No,57.27,1021.51
2948,18,Male,One year,93.62,1524.47,No,No,16,No,Electronic check,No,89.67,2044.72
2949,42,Female,Month-to-month,98.03,3959.61,Yes,Fiber optic,41,Yes,Electronic check,No,94.28,4725.8
2950,20,Female,One year,28.54,512.28,Yes,Fiber optic,20,Yes,Bank transfer,No,24.39,574.53
2951,63,Female,Month-to-month,122.49,7576.48,No,Fiber optic,62,Yes,Credit card,No,120.26,8493.06
2952,56,Female,Two year,23.24,1323.53,Yes,DSL,58,Yes,Electronic check,No,22.43,1751.91
2953,52,Male,One year,35.94,795.67,No,No,18,No,Mailed check,No,41.88,1054.08
2954,67,Male,Month-to-month,62.15,4418.84,No,Fiber optic,70,Yes,Electronic check,Yes,62.24,6109.44
2955,30,Female,One year,127.75,1628.27,No,Fiber optic,13,Yes,Electronic check,No,116.3,1876.9
2956,71,Female,Month-to-month,60.75,270.45,No,Fiber optic,1,Yes,Mailed check,Yes,135.23,351.57
2957,58,Female,Month-to-month,69.04,1775.22,No,Fiber optic,25,Yes,Bank transfer,Yes,68.28,2379.46
2958,41,Female,Month-to-month,112.96,1936.43,No,DSL,18,Yes,Electronic check,Yes,101.92,2302.31
2959,62,Female,One year,60.99,1001.5,Yes,No,16,No,Bank transfer,Yes,58.91,1320.91
2960,28,Female,One year,34.65,607.9,No,DSL,16,No,Electronic check,No,35.76,840.91
2961,32,Female,One year,57.48,1080.9,No,Fiber optic,20,No,Bank transfer,No,51.47,1617.38
2962,35,Female,Month-to-month,111.12,3339.59,Yes,Fiber optic,31,Yes,Bank transfer,Yes,104.36,4470.27
2963,37,Female,Month-to-month,72.13,1306.91,Yes,Fiber optic,18,Yes,Electronic check,No,68.78,1887.8
2964,29,Male,One year,127.92,1626.93,Yes,No,13,Yes,Bank transfer,Yes,116.21,2332.16
2965,63,Male,Month-to-month,92.14,5676.2,No,Fiber optic,60,Yes,Electronic check,No,93.05,8378.67
2966,41,Male,One year,50.66,681.98,Yes,Fiber optic,12,No,Electronic check,No,52.46,947.43
2967,50,Female,Month-to-month,71.53,293.58,No,Fiber optic,5,Yes,Electronic check,No,48.93,347.97
2968,36,Female,Month-to-month,44.4,2484.78,No,No,55,Yes,Electronic check,No,44.37,3029.54
2969,18,Female,Month-to-month,49.95,2074.65,No,Fiber optic,39,Yes,Electronic check,No,51.87,2933.29
2970,49,Male,One year,150.0,2110.62,No,Fiber optic,15,Yes,Mailed check,No,131.91,2761.38
2971,18,Male,Month-to-month,100.56,4020.63,No,No,41,Yes,Electronic check,Yes,95.73,4826.86
2972,43,Female,Month-to-month,95.83,94.72,No,DSL,1,Yes,Electronic check,Yes,47.36,129.07
2973,24,Male,Month-to-month,51.3,1388.78,No,DSL,27,Yes,Credit card,Yes,49.6,2031.26
2974,74,Male,Month-to-month,117.09,1868.18,No,No,16,Yes,Bank transfer,No,109.89,2322.29
2975,58,Male,Month-to-month,102.98,7074.71,Yes,No,69,Yes,Electronic check,No,101.07,9469.49
2976,46,Male,Month-to-month,126.45,8565.9,Yes,Fiber optic,68,Yes,Bank transfer,Yes,124.14,11414.92
2977,63,Female,One year,124.99,1913.33,No,Fiber optic,15,No,Bank transfer,No,119.58,2201.84
2978,32,Male,Month-to-month,25.63,267.16,No,Fiber optic,6,Yes,Electronic check,Yes,38.17,303.52
2979,53,Female,One year,36.7,392.36,Yes,DSL,12,Yes,Electronic check,No,30.18,571.19
2980,47,Male,One year,39.89,1081.45,Yes,Fiber optic,21,Yes,Credit card,No,49.16,1593.43
2981,48,Female,Month-to-month,41.68,1029.7,No,Fiber optic,20,Yes,Bank transfer,Yes,49.03,1505.12
2982,64,Male,Month-to-month,79.7,2603.74,No,DSL,31,Yes,Bank transfer,Yes,81.37,3277.22
2983,55,Female,Two year,53.0,3824.96,Yes,Fiber optic,71,No,Mailed check,No,53.12,4647.51
2984,49,Female,Month-to-month,132.18,9321.08,Yes,Fiber optic,69,Yes,Bank transfer,No,133.16,13766.01
2985,20,Male,Month-to-month,127.14,5692.31,No,Fiber optic,45,Yes,Mailed check,No,123.75,8271.61
2986,30,Female,Month-to-month,69.81,1243.06,No,Fiber optic,19,Yes,Bank transfer,No,62.15,1774.99
2987,43,Female,One year,128.66,2263.28,Yes,No,18,Yes,Bank transfer,No,119.12,2792.15
2988,46,Male,Month-to-month,114.64,5287.98,No,Fiber optic,47,Yes,Electronic check,Yes,110.17,7167.84
2989,28,Male,Two year,56.48,1819.5,Yes,Fiber optic,32,Yes,Bank transfer,Yes,55.14,2547.61
2990,80,Female,Two year,20.0,769.98,Yes,Fiber optic,37,Yes,Bank transfer,No,20.26,1024.43
2991,67,Female,Month-to-month,63.46,3700.82,No,DSL,58,Yes,Electronic check,Yes,62.73,4962.06
2992,54,Male,Month-to-month,50.66,1771.9,No,Fiber optic,35,Yes,Mailed check,Yes,49.22,2485.41
2993,46,Male,Month-to-month,76.2,3289.71,No,Fiber optic,43,Yes,Credit card,No,74.77,4627.73
2994,41,Female,Month-to-month,72.68,2353.94,Yes,Fiber optic,30,Yes,Credit card,No,75.93,2815.26
2995,30,Female,Month-to-month,71.89,3009.52,No,No,41,Yes,Bank transfer,No,71.66,3780.77
2996,46,Female,Month-to-month,85.71,3777.8,Yes,Fiber optic,43,Yes,Electronic check,Yes,85.86,5336.05
2997,48,Male,Month-to-month,33.62,1431.3,Yes,DSL,42,Yes,Electronic check,Yes,33.29,1724.12
2998,26,Female,Month-to-month,82.34,3296.76,No,Fiber optic,42,Yes,Electronic check,No,76.67,4833.83
2999,50,Male,Month-to-month,56.81,2431.94,Yes,Fiber optic,46,Yes,Bank transfer,No,51.74,3491.19
3000,42,Male,Two year,76.0,3628.26,Yes,Fiber optic,45,No,Bank transfer,No,78.88,5290.66
3001,18,Female,Month-to-month,98.72,6363.77,No,No,65,Yes,Credit card,No,96.42,7756.92
3002,32,Female,Two year,33.27,2300.35,Yes,Fiber optic,71,No,Credit card,No,31.95,2627.11
3003,38,Male,Month-to-month,61.56,640.18,Yes,DSL,10,Yes,Electronic check,Yes,58.2,729.95
3004,73,Male,Month-to-month,66.44,1184.59,Yes,DSL,17,Yes,Electronic check,No,65.81,1566.46
3005,53,Female,Month-to-month,54.57,1377.41,No,Fiber optic,24,Yes,Credit card,Yes,55.1,1683.52
3006,24,Female,Month-to-month,96.99,5706.15,No,DSL,57,Yes,Credit card,No,98.38,6878.24
3007,52,Female,Month-to-month,48.39,1553.34,Yes,Fiber optic,29,Yes,Mailed check,No,51.78,1846.86
3008,21,Female,Two year,53.34,1625.72,Yes,Fiber optic,32,Yes,Mailed check,No,49.26,2153.82
3009,61,Male,Two year,48.7,2385.89,Yes,Fiber optic,47,No,Mailed check,No,49.71,3147.55
3010,37,Female,Month-to-month,102.76,2838.92,Yes,Fiber optic,28,Yes,Mailed check,No,97.89,3602.37
3011,43,Female,Month-to-month,55.23,3575.98,No,Fiber optic,65,Yes,Electronic check,Yes,54.18,4131.61
3012,64,Female,Month-to-month,83.8,4248.27,No,DSL,52,Yes,Mailed check,No,80.16,6251.41
3013,25,Female,Month-to-month,129.27,2157.57,No,Fiber optic,18,Yes,Bank transfer,Yes,113.56,2742.65
3014,24,Female,Month-to-month,67.76,4400.95,Yes,Fiber optic,65,Yes,Electronic check,No,66.68,5058.7
3015,36,Male,Month-to-month,103.36,5175.85,No,Fiber optic,51,Yes,Credit card,No,99.54,5770.21
3016,60,Male,Month-to-month,120.14,3697.0,No,DSL,30,Yes,Electronic check,No,119.26,4292.36
3017,22,Female,Month-to-month,100.82,5920.02,No,Fiber optic,59,Yes,Mailed check,No,98.67,7215.62
3018,18,Male,Month-to-month,69.5,4687.09,No,Fiber optic,67,Yes,Mailed check,No,68.93,6337.12
3019,38,Male,Month-to-month,89.26,2725.39,Yes,DSL,29,Yes,Mailed check,No,90.85,4056.39
3020,53,Female,Month-to-month,31.38,228.01,No,No,12,Yes,Electronic check,Yes,17.54,275.63
3021,63,Female,Two year,46.6,2071.08,Yes,Fiber optic,46,No,Mailed check,No,44.07,2932.49
3022,38,Male,Month-to-month,51.86,1003.42,No,Fiber optic,19,Yes,Electronic check,No,50.17,1469.57
3023,38,Female,Two year,137.22,8264.35,Yes,Fiber optic,60,No,Electronic check,Yes,135.48,10385.23
3024,62,Female,One year,45.62,703.44,Yes,No,13,Yes,Electronic check,Yes,50.25,845.05
3025,18,Female,Two year,45.18,3158.66,Yes,Fiber optic,68,Yes,Electronic check,No,45.78,4094.97
3026,39,Female,One year,38.68,860.71,Yes,Fiber optic,22,No,Credit card,No,37.42,1255.5
3027,47,Male,One year,86.79,1766.23,No,Fiber optic,20,Yes,Bank transfer,No,84.11,1950.61
3028,51,Male,Two year,74.28,2855.7,Yes,DSL,38,No,Electronic check,No,73.22,3697.13
3029,37,Male,Month-to-month,102.6,6419.61,No,DSL,64,Yes,Credit card,No,98.76,9006.95
3030,45,Female,Month-to-month,90.14,4851.8,Yes,DSL,54,Yes,Electronic check,Yes,88.21,6503.61
3031,18,Female,Two year,28.59,1711.56,Yes,DSL,59,Yes,Electronic check,No,28.53,2223.2
3032,35,Female,One year,45.78,869.93,No,Fiber optic,18,Yes,Electronic check,No,45.79,1149.56
3033,51,Female,Two year,110.96,4013.08,Yes,DSL,37,No,Bank transfer,No,105.61,5408.4
3034,30,Female,One year,63.9,1342.84,No,Fiber optic,23,Yes,Mailed check,No,55.95,1843.5
3035,45,Female,Two year,105.63,4518.54,Yes,Fiber optic,43,Yes,Electronic check,No,102.69,5614.17
3036,51,Male,One year,65.51,1703.46,No,Fiber optic,23,Yes,Electronic check,No,70.98,2226.33
3037,39,Male,One year,40.97,655.54,No,Fiber optic,18,Yes,Mailed check,No,34.5,792.83
3038,47,Female,Month-to-month,60.9,1579.05,No,Fiber optic,24,Yes,Bank transfer,No,63.16,2358.46
3039,30,Male,Two year,40.96,2697.9,Yes,Fiber optic,62,Yes,Credit card,No,42.82,3169.81
3040,41,Male,One year,53.03,640.95,Yes,Fiber optic,12,Yes,Mailed check,Yes,49.3,743.67
3041,54,Female,One year,76.03,1452.57,No,Fiber optic,20,Yes,Bank transfer,No,69.17,1754.02
3042,47,Male,One year,85.35,1843.59,No,Fiber optic,21,No,Bank transfer,No,83.8,2706.43
3043,36,Female,Month-to-month,22.29,220.15,Yes,Fiber optic,9,Yes,Bank transfer,Yes,22.01,300.18
3044,48,Male,Month-to-month,69.48,4013.35,No,Fiber optic,59,Yes,Electronic check,No,66.89,5146.6
3045,55,Male,Two year,52.4,3025.81,Yes,No,59,Yes,Electronic check,No,50.43,4448.42
3046,18,Male,Month-to-month,50.55,3179.31,No,DSL,62,Yes,Bank transfer,No,50.47,4641.97
3047,62,Female,Month-to-month,73.98,1498.97,No,No,19,Yes,Bank transfer,No,74.95,1889.66
3048,39,Male,Month-to-month,53.49,181.67,No,Fiber optic,4,Yes,Electronic check,No,36.33,240.79
3049,51,Female,One year,111.46,2222.37,No,Fiber optic,20,Yes,Mailed check,No,105.83,3249.44
3050,62,Female,One year,105.64,1440.21,No,Fiber optic,13,Yes,Electronic check,No,102.87,1768.23
3051,24,Female,One year,105.45,2197.3,No,Fiber optic,21,No,Electronic check,No,99.88,2775.23
3052,34,Male,One year,55.15,1073.12,No,No,20,Yes,Electronic check,No,51.1,1520.83
3053,40,Male,Month-to-month,41.13,993.72,No,DSL,26,Yes,Electronic check,Yes,36.8,1370.79
3054,33,Female,Month-to-month,72.46,4777.61,Yes,Fiber optic,67,Yes,Mailed check,Yes,70.26,5348.35
3055,71,Female,Month-to-month,65.49,3344.9,Yes,DSL,47,Yes,Electronic check,No,69.69,3836.43
3056,32,Female,One year,51.74,652.94,No,DSL,13,No,Mailed check,No,46.64,939.26
3057,36,Male,Month-to-month,34.73,1699.26,No,Fiber optic,45,Yes,Electronic check,No,36.94,1889.4
3058,48,Female,One year,68.75,1062.21,No,DSL,13,Yes,Mailed check,No,75.87,1559.29
3059,26,Male,Month-to-month,57.88,2123.12,No,No,37,Yes,Electronic check,No,55.87,2566.22
3060,39,Male,Month-to-month,90.65,5838.47,Yes,Fiber optic,64,Yes,Electronic check,No,89.82,7819.76
3061,49,Male,Two year,89.95,4507.91,Yes,Fiber optic,50,Yes,Mailed check,No,88.39,5976.73
3062,40,Male,Month-to-month,103.02,3650.67,Yes,Fiber optic,37,Yes,Bank transfer,No,96.07,4594.37
3063,43,Male,One year,32.22,457.0,Yes,DSL,19,Yes,Bank transfer,No,22.85,508.45
3064,37,Male,Month-to-month,82.03,3368.19,Yes,No,41,Yes,Electronic check,Yes,80.19,3964.32
3065,22,Female,Month-to-month,48.18,294.74,No,Fiber optic,7,Yes,Mailed check,No,36.84,396.72
3066,49,Male,Month-to-month,33.39,1157.4,Yes,Fiber optic,29,Yes,Electronic check,No,38.58,1479.79
3067,71,Female,Month-to-month,57.14,3576.28,Yes,DSL,63,Yes,Bank transfer,Yes,55.88,4525.91
3068,45,Male,One year,102.06,1623.95,No,Fiber optic,14,No,Electronic check,No,108.26,1849.81
3069,48,Male,Month-to-month,58.83,3246.87,Yes,DSL,56,Yes,Bank transfer,No,56.96,4022.38
3070,55,Male,Month-to-month,116.96,6975.11,Yes,Fiber optic,58,Yes,Bank transfer,Yes,118.22,9141.39
3071,25,Male,Month-to-month,86.47,5757.42,No,Fiber optic,66,Yes,Bank transfer,Yes,85.93,6512.09
3072,70,Female,One year,58.18,870.81,No,Fiber optic,14,No,Credit card,No,58.05,981.12
3073,48,Male,One year,104.8,1835.25,Yes,No,18,Yes,Credit card,No,96.59,2379.62
3074,69,Female,Month-to-month,83.36,641.23,Yes,DSL,7,Yes,Mailed check,Yes,80.15,849.3
3075,34,Male,Month-to-month,42.02,1892.22,No,Fiber optic,41,Yes,Credit card,No,45.05,2276.45
3076,72,Female,One year,125.76,2626.56,No,Fiber optic,21,No,Electronic check,No,119.39,3231.48
3077,56,Female,One year,77.78,1288.39,Yes,DSL,17,Yes,Electronic check,No,71.58,1827.91
3078,53,Male,Month-to-month,70.56,257.58,Yes,Fiber optic,4,Yes,Mailed check,Yes,51.52,372.9
3079,48,Male,One year,44.33,960.02,No,Fiber optic,18,No,Credit card,No,50.53,1180.92
3080,41,Male,One year,105.39,1877.1,No,Fiber optic,17,Yes,Bank transfer,No,104.28,2331.89
3081,63,Female,One year,85.52,1855.13,No,Fiber optic,20,Yes,Electronic check,No,88.34,2656.79
3082,47,Male,One year,88.88,1186.77,Yes,Fiber optic,13,Yes,Bank transfer,No,84.77,1767.73
3083,18,Female,Two year,54.77,2194.89,Yes,Fiber optic,40,No,Electronic check,No,53.53,2695.85
3084,28,Female,Month-to-month,95.02,2227.92,No,DSL,23,Yes,Mailed check,No,92.83,3153.61
3085,42,Female,Two year,97.35,4877.38,Yes,DSL,49,Yes,Electronic check,No,97.55,6300.98
3086,49,Female,Month-to-month,49.94,2821.68,Yes,Fiber optic,57,Yes,Electronic check,No,48.65,3401.51
3087,44,Female,One year,27.49,659.18,No,DSL,19,Yes,Electronic check,Yes,32.96,904.87
3088,63,Male,Month-to-month,87.44,736.11,Yes,No,8,Yes,Bank transfer,No,81.79,945.92
3089,18,Female,Month-to-month,22.8,762.55,No,No,44,Yes,Mailed check,No,16.95,920.6
3090,47,Female,One year,74.56,1728.68,Yes,Fiber optic,22,No,Electronic check,No,75.16,1975.69
3091,18,Male,One year,56.58,834.67,No,No,17,Yes,Mailed check,No,46.37,1207.59
3092,56,Female,Month-to-month,106.56,618.72,No,Fiber optic,5,Yes,Bank transfer,Yes,103.12,898.05
3093,43,Male,Month-to-month,58.21,1720.16,No,DSL,28,Yes,Credit card,No,59.32,1943.76
3094,51,Female,Month-to-month,103.22,2613.44,No,Fiber optic,25,Yes,Credit card,No,100.52,3568.29
3095,32,Female,Two year,54.57,3547.09,Yes,Fiber optic,64,Yes,Electronic check,No,54.57,4132.47
3096,64,Male,Two year,100.0,2809.88,Yes,DSL,27,No,Electronic check,No,100.35,3817.3
3097,60,Female,Month-to-month,131.81,4300.18,Yes,Fiber optic,33,Yes,Electronic check,No,126.48,6291.36
3098,53,Male,Two year,37.96,1066.27,Yes,DSL,26,Yes,Mailed check,No,39.49,1283.88
3099,43,Male,Two year,78.76,3424.27,Yes,Fiber optic,42,Yes,Bank transfer,No,79.63,4243.26
3100,53,Male,Month-to-month,150.0,8576.01,No,Fiber optic,56,Yes,Electronic check,No,150.46,12161.23
3101,34,Female,One year,72.0,969.39,No,Fiber optic,15,Yes,Credit card,No,60.59,1351.47
3102,57,Male,Month-to-month,71.85,1909.05,Yes,DSL,26,Yes,Bank transfer,Yes,70.71,2412.01
3103,69,Male,One year,93.65,1495.99,No,DSL,17,Yes,Mailed check,No,83.11,2153.35
3104,61,Female,Month-to-month,71.23,1395.49,No,Fiber optic,21,Yes,Mailed check,No,63.43,2048.9
3105,34,Male,Month-to-month,20.0,395.9,No,No,18,Yes,Mailed check,No,20.84,507.17
3106,50,Male,Month-to-month,103.97,839.49,Yes,Fiber optic,8,Yes,Mailed check,Yes,93.28,936.69
3107,25,Male,Month-to-month,20.0,474.5,No,Fiber optic,18,Yes,Credit card,Yes,24.97,618.64
3108,53,Male,One year,57.5,942.82,No,Fiber optic,17,No,Electronic check,Yes,52.38,1316.06
3109,51,Male,Month-to-month,106.22,6359.96,Yes,Fiber optic,60,Yes,Bank transfer,No,104.26,7555.72
3110,18,Male,Month-to-month,59.3,3460.77,No,Fiber optic,58,Yes,Electronic check,No,58.66,3944.49
3111,27,Female,Two year,49.19,3061.92,Yes,DSL,64,Yes,Mailed check,No,47.11,3717.43
3112,40,Female,Month-to-month,96.38,6674.15,No,DSL,70,Yes,Bank transfer,Yes,94.0,7372.49
3113,40,Male,Month-to-month,44.47,3179.8,No,DSL,69,Yes,Electronic check,No,45.43,4407.81
3114,26,Male,Two year,33.33,2045.1,Yes,Fiber optic,63,Yes,Electronic check,No,31.95,2369.1
3115,50,Male,Two year,78.24,4968.84,Yes,DSL,62,Yes,Electronic check,No,78.87,6904.01
3116,48,Female,Month-to-month,64.51,1609.03,No,DSL,24,Yes,Electronic check,Yes,64.36,1920.89
3117,42,Male,Month-to-month,32.69,2100.84,Yes,Fiber optic,69,Yes,Bank transfer,No,30.01,3144.59
3118,33,Male,Two year,89.11,2726.3,Yes,Fiber optic,30,Yes,Credit card,No,87.95,3578.86
3119,60,Female,Month-to-month,83.93,1479.14,Yes,Fiber optic,17,Yes,Electronic check,No,82.17,1651.51
3120,69,Male,Month-to-month,59.21,3713.15,No,Fiber optic,62,Yes,Electronic check,No,58.94,5232.09
3121,37,Male,Month-to-month,61.26,2926.29,No,No,48,Yes,Mailed check,Yes,59.72,3698.94
3122,35,Female,Month-to-month,84.11,5373.26,Yes,No,65,Yes,Electronic check,Yes,81.41,7215.9
3123,52,Female,One year,105.71,2565.97,No,Fiber optic,23,Yes,Electronic check,No,106.92,3798.88
3124,39,Male,One year,61.52,1281.68,No,No,21,Yes,Mailed check,No,58.26,1675.04
3125,42,Female,Two year,89.64,5200.46,Yes,DSL,59,No,Credit card,No,86.67,7393.75
3126,56,Male,One year,86.96,1263.13,No,Fiber optic,14,Yes,Credit card,No,84.21,1542.43
3127,18,Female,Month-to-month,96.38,311.24,No,Fiber optic,4,Yes,Electronic check,No,62.25,431.32
3128,64,Male,Month-to-month,71.18,1399.86,No,Fiber optic,21,Yes,Electronic check,No,63.63,1595.46
3129,46,Female,Two year,42.63,1752.92,Yes,Fiber optic,42,No,Mailed check,No,40.77,2554.6
3130,38,Female,Month-to-month,56.13,2515.21,Yes,DSL,46,Yes,Electronic check,No,53.52,2967.7
3131,43,Female,Month-to-month,80.29,2558.2,Yes,No,33,Yes,Bank transfer,No,75.24,3122.98
3132,44,Female,Two year,124.55,4440.03,Yes,DSL,35,Yes,Mailed check,No,123.33,6585.83
3133,19,Female,Month-to-month,55.48,266.01,No,Fiber optic,5,Yes,Electronic check,Yes,44.34,309.13
3134,67,Male,Month-to-month,94.14,5303.13,No,Fiber optic,55,Yes,Electronic check,No,94.7,6373.11
3135,45,Male,Two year,60.16,2501.36,Yes,Fiber optic,43,Yes,Credit card,No,56.85,3331.99
3136,51,Female,Two year,73.31,4299.4,Yes,Fiber optic,61,Yes,Mailed check,No,69.35,6415.9
3137,59,Female,Month-to-month,115.46,14.88,No,DSL,0,Yes,Bank transfer,Yes,14.88,20.48
3138,29,Male,Two year,92.93,3438.11,Yes,No,35,Yes,Mailed check,No,95.5,3938.95
3139,52,Female,Month-to-month,32.76,1592.87,No,No,47,Yes,Bank transfer,Yes,33.18,2228.81
3140,40,Female,Month-to-month,52.83,638.49,Yes,Fiber optic,6,Yes,Electronic check,No,91.21,811.2
3141,57,Female,Two year,107.69,5632.91,Yes,No,52,Yes,Bank transfer,No,106.28,8432.08
3142,18,Female,Two year,74.26,3959.14,Yes,DSL,53,No,Bank transfer,No,73.32,5350.73
3143,43,Male,Month-to-month,35.53,1774.41,No,Fiber optic,56,Yes,Electronic check,Yes,31.13,2329.42
3144,35,Male,Month-to-month,45.43,2314.37,No,Fiber optic,50,Yes,Electronic check,Yes,45.38,3061.69
3145,51,Male,Month-to-month,91.1,1656.75,No,Fiber optic,18,Yes,Mailed check,No,87.2,2247.59
3146,52,Male,Month-to-month,99.83,2554.9,No,DSL,26,Yes,Bank transfer,No,94.63,3558.29
3147,34,Female,Month-to-month,70.54,4359.53,No,Fiber optic,62,Yes,Bank transfer,Yes,69.2,4932.06
3148,34,Female,Month-to-month,144.26,8504.5,No,Fiber optic,59,Yes,Bank transfer,No,141.74,9799.46
3149,43,Female,Month-to-month,94.72,5665.48,Yes,DSL,60,Yes,Bank transfer,No,92.88,6912.97
3150,31,Female,Month-to-month,62.7,3970.71,No,DSL,60,Yes,Mailed check,Yes,65.09,5126.9
3151,57,Male,Month-to-month,45.53,1966.18,No,DSL,44,Yes,Mailed check,No,43.69,2407.45
3152,39,Male,One year,40.75,791.25,No,Fiber optic,19,Yes,Electronic check,No,39.56,938.05
3153,18,Male,Month-to-month,80.06,3402.3,No,Fiber optic,43,Yes,Electronic check,Yes,77.33,5001.43
3154,39,Male,Month-to-month,55.34,78.34,No,DSL,0,Yes,Mailed check,Yes,78.34,87.2
